FEATURES_DESC_006A,FACILITY_CARRIED_007,LAT_016,LONG_017,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,APPR_WIDTH_MT_032,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,CHANNEL_COND_061,CULVERT_COND_062,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,Culvert_Damage,SVCYR,ADT,Reconst,PTRUCK
'FLOYD BRANCH            ','KAUFMAN STREET    ',32565280,96440182,1975,4,220,13.4,6.6,3.7,16.8,0,0,7,7,0,0,2013,0,0,5,220,1,0
'COTTONWOOD BRANCH TRIB  ','LINDALE LANE      ',32574363,96442164,1960,2,1320,7.9,7.8,2.4,7.3,7.8,15.2,6,6,0,0,0,0,1,58,1320,0,0
'W FK COTTONWOOD CRK     ','MELROSE DRIVE     ',32581480,96451955,1967,2,3960,11,10.9,2.7,8.8,0,0,7,7,0,0,0,0,0,51,3960,0,0
'COTTONWOOD CREEK        ','MELROSE DRIVE     ',32581462,96445080,2017,2,3010,11,11,3,14.9,11,18.3,7,8,0,0,0,0,0,1,3010,0,0
'W FK COTTONWOOD CRK     ','NORTHLAKE DRIVE   ',32573314,96452447,1960,2,1930,7.9,7.9,3,14.9,7.9,15.3,6,6,0,0,2010,0,1,8,1930,1,0
'W FK COTTONWOOD CRK     ','TATUM STREET      ',32585198,96452466,1984,2,1000,12.2,12.1,1.8,8.5,0,0,7,7,0,0,0,0,0,34,1000,0,0
'HUFFHINES CREEK         ','PLANO ROAD        ',32565567,96415934,1972,6,12980,20.1,10.1,2.7,14.9,0,0,6,6,1,0,0,0,1,46,12980,0,0
'DUCK CREEK              ','PLANO ROAD        ',32573458,96420007,1974,7,12980,20.1,11.6,2.7,24.7,21.6,28.3,7,6,1,0,0,0,1,44,12980,0,0
'NANTUCKET BRANCH        ','PROVINCETOWN LANE ',32580530,96442903,1986,2,280,7.9,7.8,3,6.7,7.8,15.2,6,7,0,0,0,0,0,32,280,0,0
'HUNT BRANCH             ','REGAL STREET      ',32564239,96454998,1975,2,1000,9.1,9,3,7.6,9,13.5,7,7,0,0,0,0,0,43,1000,0,0
'W FK COTTONWOOD CRK     ','WATERVIEW PKWY SB ',32584769,96452245,1970,3,11630,10.1,10,3,7.6,10,16.8,6,7,0,0,0,0,0,48,11630,0,0
'TRIB TO DUCK CREEK      ','N.ST JOHNS DR     ',32565621,96414393,1970,2,1000,7.9,7.9,3,19.8,7.9,12.2,7,6,0,0,0,0,1,48,1000,0,0
'COTTONWOOD CREEK        ','WISTERIA WAY      ',32575486,96445292,1960,2,940,7.9,7.9,3,13.4,7.9,15.3,8,7,0,0,0,0,0,58,940,0,0
'HUFFHINES CREEK         ','YALE BOULEVARD    ',32565649,96412880,1970,2,5500,13.4,6.6,3,19.8,13.3,21.9,6,6,0,0,0,0,1,48,5500,0,0
'DRAIN                   ','SPRING VALLEY RD  ',32562435,96433727,1960,2,5000,11,11,2.4,9.8,11,17.7,7,6,0,0,1980,0,1,38,5000,1,0
'HUNT BRANCH             ','SPRING VALLEY ROAD',32562399,96453809,1952,7,11980,20.1,10.1,3,6.7,23.5,29.6,6,6,0,0,1970,0,1,48,11980,1,0
'DALWORTH CREEK          ','NW 14TH STREET    ',32451249,97011918,1968,2,600,7.9,7.9,2.4,8.5,0,0,7,6,0,0,0,0,1,50,600,0,0
'TRAILWOOD BRANCH        ','ROBINSON RD       ',32391803,97005397,2013,4,2700,14.6,7.2,2.7,11.6,14.3,30.2,6,7,0,0,0,0,0,5,2700,0,0
'KIRBY CREEK             ','ROBINSON RD       ',32414070,97010591,2003,4,2790,14.6,7.3,3,13.4,0,0,6,6,0,0,0,0,1,15,2790,0,0
'DALWORTH CREEK          ','N CARRIER PARKWAY ',32451309,97010232,1950,4,10600,14.6,7.3,2.4,10.4,0,0,6,6,1,0,0,0,1,68,10600,0,0
'TRIB OF JOHNSON CR      ','N CARRIER PKWY    ',32461464,97013914,2009,4,12500,14.6,9.1,2.4,25.3,0,0,8,6,1,0,0,0,1,9,12500,0,0
'COTTONWOOD CREEK        ','S CARRIER PKWY    ',32432610,97005530,1950,5,10600,13.4,19.1,2.7,11.6,0,0,5,6,1,0,0,0,1,68,10600,0,0
'COTTONWOOD CREEK        ','S CARRIER PKWY    ',32433702,97005409,1950,4,10600,13.4,23.2,3,16.2,0,0,7,6,1,0,0,0,1,68,10600,0,0
'KIRBY CREEK             ','S CARRIER PKWY    ',32413753,97005612,1985,4,10600,14.6,7.2,3,13.1,0,0,6,6,1,0,2002,0,1,16,10600,1,0
'KIRBY CREEK TRIB        ','S CARRIER PKWY    ',32413747,97005615,1985,5,10600,18.3,10.9,3,6.4,0,0,7,5,1,0,0,0,1,33,10600,0,0
'TRIB OF JOHNSON CR      ','EGYPTIAN WAY      ',32455547,97015176,2007,2,425,13.4,13.4,3,17.4,0,0,7,6,0,0,0,0,1,11,425,0,0
'COTTONWOOD CREEK        ','MARSHALL DR       ',32431473,97010766,1950,4,7100,13.4,13.1,2.7,14.3,0,0,7,6,0,0,2013,0,1,5,7100,1,0
'COTTONWOOD CREEK TRIB   ','MARSHALL DR       ',32431364,96593132,1950,4,7000,13.4,13.4,3,12.2,13.4,17.4,6,6,0,0,1993,0,1,25,7000,1,0
'TRAILWOOD BRANCH        ','MATTHEW RD        ',32390719,97014040,1978,4,1500,14.6,7.3,2.4,7.6,0,0,7,5,0,0,0,0,1,40,1500,0,0
'TURNER PARK BRANCH      ','PARK SQUARE SOUTH ',32450518,96594443,1946,2,300,6.7,6.7,3.7,7.6,6.7,7.4,7,7,0,0,0,0,0,72,300,0,0
'DRAINAGE DITCH          ','PERFORMANCE PL RD ',32460966,96585383,2004,2,100,7.3,7.3,2.4,7.9,0,0,8,7,0,0,0,5,0,14,100,0,5
'FISH CREEK TRIBUTARY    ','POLO RD           ',32392987,97011085,1988,4,10600,14.6,7.3,2.4,7.9,14.5,24.9,6,6,0,0,0,2,1,30,10600,0,2
'TRAILWOOD BRANCH        ','PRAIRIE LN        ',32390987,97011523,2013,2,620,13.4,13.9,2.4,10.4,13.9,18,7,7,0,0,0,0,0,5,620,0,0
'COTTONWOOD CREEK        ','ROBINSON RD       ',32431245,97011088,1965,2,3450,9.1,9.1,2.7,13.4,0,0,5,6,0,0,0,0,1,53,3450,0,0
'DALWORTH CREEK          ','ROMAN ROAD        ',32451023,97013118,1968,2,770,7.9,7.9,2.4,9.1,0,0,7,7,0,0,0,0,0,50,770,0,0
'JOE POOL LAKE TRIB      ','MAIN RD           ',32380063,97015085,1987,2,650,8.5,8.7,1.5,11.3,0,0,7,7,0,0,0,0,0,31,650,0,0
'DRAINAGE CHANNEL        ','ALPHA ROAD        ',32554963,96504029,1978,4,332,14.6,7.3,3,6.7,0,0,6,7,1,0,0,0,0,40,332,0,0
'COOKS BRANCH CREEK      ','BEE STREET        ',32560283,96534959,1956,2,2690,7.9,7.8,2.4,8.5,7.8,11.1,6,5,0,0,0,0,1,62,2690,0,0
'RAWHIDE CREEK           ','BROOKHAVEN CLUB DR',32561591,96521235,1966,4,20475,18,9.1,2.4,15.9,18.1,29,7,6,0,0,0,0,1,52,20475,0,0
'DRAINAGE CHANNEL        ','CHRISTIAN PARKWAY ',32545250,96532787,1976,5,815,17.4,10.1,2.4,8.2,0,0,7,6,0,0,0,0,1,42,815,0,0
'DRAINAGE CHANNEL        ','DIPLOMAT DR       ',32554128,96543582,1983,4,3370,14.6,14.6,3,9.4,0,0,7,6,0,0,0,0,1,35,3370,0,0
'COOKS BRANCH CREEK      ','FYKE RD           ',32564655,96530275,1990,2,1200,12.2,12.1,3,11.3,12.1,18.1,7,7,0,0,0,0,0,28,1200,0,0
'RAWHIDE CREEK           ','GARDEN BROOK DRIVE',32565923,96513248,1972,2,5644,12.2,12.1,3,16.8,0,0,7,6,0,0,0,0,1,46,5644,0,0
'COOKS BRANCH CREEK      ','HOLLANDALE LANE   ',32563554,96530528,1967,2,1526,7.9,7.9,3,9.8,0,0,7,6,0,0,0,0,1,51,1526,0,0
'DRAINAGE DITCH          ','INWOOD RD         ',32562070,96493169,1986,7,20000,23.2,13.1,3,10.1,0,0,7,6,0,0,0,0,1,32,20000,0,0
'COOKS BRANCH            ','JOSEY LANE        ',32554091,96525308,2004,6,27580,20.1,10.1,3,16.5,0,0,7,7,0,0,0,0,0,14,27580,0,0
'RAWHIDE CREEK           ','JOSEY LANE        ',32554160,96525306,1960,6,27580,20.1,10.1,2.7,19.8,0,0,5,6,0,0,1970,0,1,48,27580,1,0
'DRAINAGE DITCH          ','JOSEY LN/MAYBROOK ',32544767,96525280,1973,6,13780,20.1,10.1,2.7,13.4,0,0,6,6,0,0,0,0,1,45,13780,0,0
'DRAINAGE CHANNEL        ','LUNA ROAD         ',32543565,96552286,1976,7,20000,26.2,13.1,3,15.2,0,0,7,6,0,0,0,0,1,42,20000,0,0
'RAWHIDE CREEK           ','MARSH LANE        ',32570671,96512108,1982,7,6955,23.5,13.1,3,13.4,0,0,7,7,0,0,0,0,0,36,6955,0,0
'FARMERS BRANCH          ','MIDWAY & HORNET RD',32563605,96502079,1979,8,12210,27.4,13.7,2.1,7.6,0,0,6,6,1,0,1989,0,1,29,12210,1,0
'RAWHIDE CREEK           ','OAKBROOK PARKWAY  ',32565360,96513789,1975,4,2480,13.1,6.6,3,23.2,0,0,7,7,0,0,0,0,0,43,2480,0,0
'RAWHIDE CREEK           ','PEBBLE BEACH DRIVE',32563203,96514575,1967,2,3210,11.9,11.9,3,17.1,11.9,17.2,6,6,0,0,0,0,1,51,3210,0,0
'FARMERS BRANCH          ','PROTON DRIVE      ',32564513,96501503,1971,2,3584,12.2,12.1,2.1,12.8,12.1,18.1,7,7,0,0,0,0,0,47,3584,0,0
'DRAINAGE CHANNEL        ','SENLAC S CROSSOVER',32555020,96543457,1983,2,1500,7.3,7.3,3,6.7,0,0,7,7,0,0,0,5,0,35,1500,0,5
'DRAINAGE CHANNEL        ','SENLAC N CROSSOVER',32555917,96543455,1983,2,1500,12.8,13,3,6.7,13,21.9,7,6,0,0,0,5,1,35,1500,0,5
'DRAINAGE CHANNEL        ','SENLAC DR NB      ',32560421,96543302,1983,2,1500,7.3,7.3,3,6.7,0,0,7,7,0,0,0,5,0,35,1500,0,5
'DRAINAGE CHANNEL        ','VALLEY VIEW LANE  ',32550033,96555977,1976,5,14267,17.7,9.9,2.4,12.5,0,0,7,6,0,0,1984,0,1,34,14267,1,0
'RAWHIDE CREEK           ','VALLEY VIEW LANE  ',32552682,96532101,1935,6,23000,20.1,10.1,3,18.3,20.1,27.8,6,6,1,0,1980,0,1,38,23000,1,0
'DRAINAGE CHANNEL        ','WEBB CHAPEL ROAD  ',32545468,96522307,1970,7,20000,23.2,13.1,2.4,9.1,0,0,6,6,0,0,0,0,1,48,20000,0,0
'RAWHIDE CREEK           ','WEBB CHAPEL ROAD  ',32560394,96522282,1963,7,19470,20.1,12.9,3,21,0,0,6,6,0,0,1970,0,1,48,19470,1,0
'S BR OF FARMERS BR      ','WELCH RD          ',32561671,96495004,1996,4,210,12.2,12.2,3,6.7,0,0,7,6,0,0,0,0,1,22,210,0,0
'DRAIN                   ','BUNKER HILL ROAD  ',32571548,96352218,2012,4,1500,14.6,7.3,3.4,14.6,0,0,7,7,0,0,0,1,0,6,1500,0,1
'DRAINAGE                ','HUDSON DRIVE      ',32573015,96343233,2014,2,500,6.7,6.7,3,11.6,0,0,7,7,0,0,0,1,0,4,500,0,1
'DRAINAGE                ','S ROSEWOOD LANE   ',32572922,96353706,2013,2,1500,13.4,13.4,3.4,14.3,13.4,18.9,7,7,0,0,0,1,0,5,1500,0,1
'DRAINAGE                ','MUSTANG AVE       ',32573705,96354291,2013,2,400,9.1,9.1,2.4,8.2,9.1,15.9,8,7,0,0,0,1,0,5,400,0,1
'DRAINAGE                ','HERITAGE PARK DR  ',32573322,96342801,2014,2,300,9.1,9.1,2.4,9.4,0,0,7,7,0,0,0,1,0,4,300,0,1
'DRAINAGE                ','MILES RD          ',32580002,96350043,2000,4,2000,14.6,7.3,2.4,7.9,0,0,7,7,0,0,0,1,0,18,2000,0,1
'DRAIN                   ','MERRITT ROAD      ',32574732,96341355,1950,2,1670,7.3,7.5,3,10.4,7.5,8.3,7,6,0,0,0,1,1,68,1670,0,1
'LONG BRANCH             ','MERRITT ROAD      ',32582060,96341352,1950,2,1670,8.5,7.5,2.4,11,7.5,8.3,6,6,0,0,0,1,1,68,1670,0,1
'DRAINAGE                ','WILLOW BEND LANE  ',32580152,96343278,2013,4,400,9.1,9.1,3,13.1,0,0,8,7,0,0,0,1,0,5,400,0,1
'TRIB OF HUTTON BRANCH   ','BALLANTRAE DR     ',32580790,96511095,1995,4,3000,14.6,11,2.7,8.8,0,0,6,6,0,0,0,0,1,23,3000,0,0
'DRAINAGE DITCH          ','BELT LINE RD      ',32570712,96552462,1990,6,16900,20.1,10.1,3,9.4,0,0,7,6,1,0,0,0,1,28,16900,0,0
'TRIB OF HUTTON BRANCH   ','CARMEL DR         ',32582579,96521646,1995,2,250,11,11,2.4,10.7,11,18.3,7,7,0,0,0,0,0,23,250,0,0
'TRIB OF HUTTON BRANCH   ','CEDAR BRUSH DR    ',32582479,96521413,1995,2,250,7.9,7.9,2.4,11.6,7.9,15.5,7,7,0,0,0,0,0,23,250,0,0
'TRIB OF HUTTON BRANCH   ','CROSBY RD         ',32564765,96542580,1962,4,9450,14,14.3,1.8,14,14,17.2,6,6,0,0,0,0,1,56,9450,0,0
'HUTTON BRANCH           ','JOSEY LN          ',32580715,96532461,1930,6,36930,20.1,10.1,3,13.1,20.1,29,6,6,0,0,1987,0,1,31,36930,1,0
'TRIB OF HUTTON BRANCH   ','KELLER SPRINGS RD ',32581650,96522103,1990,6,6180,20.1,10.1,3,11.6,0,0,5,6,0,0,0,0,1,28,6180,0,0
'HUTTON BRANCH           ','KELLER SPRINGS RD ',32581732,96531165,1985,6,9948,20.1,10.1,4.3,18.9,0,0,7,6,0,0,0,0,1,33,9948,0,0
'TRIB OF HUTTON BRANCH   ','KELLER SPRINGS RD ',32580558,96535893,1986,8,12921,20.1,10.1,3,6.7,0,0,6,6,0,0,0,0,1,32,12921,0,0
'TRIB OF HUTTON BRANCH   ','KELLER SPRINGS RD ',32580794,96504971,1976,4,6180,14.6,7.3,3,20.1,14.6,30.5,6,7,0,0,0,0,0,42,6180,0,0
'TRIB OF HUTTON BRANCH   ','KELLER SPRINGS RD ',32581642,96511063,1998,4,6180,14.3,7.2,3,17.1,0,0,7,7,0,0,0,0,0,20,6180,0,0
'HUTTON BRANCH           ','KELLY BLVD        ',32585834,96520890,1976,5,2970,14.6,10.7,2.4,16.8,0,0,7,6,0,0,0,0,1,42,2970,0,0
'TRIB OF HUTTON BRANCH   ','KELLY BLVD        ',32580607,96524054,1976,4,6180,13.4,13.4,2.4,9.4,13.4,17.8,7,7,0,0,1986,0,0,32,6180,1,0
'TRIB OF HUTTON BRANCH   ','KELLY BLVD        ',32580268,96524066,1976,4,6180,13.4,13.5,3,18.9,13.5,18.1,7,7,0,0,1986,0,0,32,6180,1,0
'TRIB OF HUTTON BRANCH   ','LUNA RD           ',32561784,96553100,1982,6,5725,20.1,10.1,3.4,18.3,0,0,7,7,0,0,0,0,0,36,5725,0,0
'SOUTH DRAINAGE DITCH    ','MACARTHUR/BLANTON ',32585852,96553154,2001,3,5000,12.2,7.6,1.5,7,0,0,7,7,0,0,0,0,0,17,5000,0,0
'NORTH DRAINAGE DITCH    ','MACARTHUR/BLANTON ',32590018,96553138,2001,3,5000,12.2,7.6,1.5,7,0,0,6,7,0,0,0,0,0,17,5000,0,0
'TRIB OF HUTTON BRANCH   ','MONETARY LN       ',32563216,96542709,1980,2,1740,12.2,12.2,3.4,18,12.2,18.3,5,5,0,0,0,0,1,38,1740,0,0
'COOKS BRANCH            ','NIX RD            ',32564710,96530175,1967,2,5275,11,11,2.4,7.6,0,0,7,7,0,0,0,0,0,51,5275,0,0
'TRIB OF HUTTON BRANCH   ','TARPLEY APT DR    ',32580971,96511070,1995,2,100,7,7.1,2.7,8.8,0,0,7,7,0,0,0,0,0,23,100,0,0
'HUTTON BRANCH           ','TRINITY MILLS EB  ',32590626,96520265,2000,3,4000,12.2,12.1,3,18.3,0,0,7,7,0,0,0,0,0,18,4000,0,0
'TRIB OF HUTTON BRANCH   ','VIA DEL NORTE DR  ',32581295,96523568,1972,2,815,7.9,7.9,2.4,7.9,7.9,11.7,7,6,0,0,0,0,1,46,815,0,0
'TEN MILE CREEK TRIB     ','HANNA AVE         ',32364358,96510750,1975,2,1770,11,11,1.5,8.2,0,0,6,6,0,0,0,0,1,43,1770,0,0
'TEN MILE CREEK TRIBUTARY','MEADOWS PKWY      ',32364740,96492993,1974,2,330,11,11,3,6.7,0,0,6,6,0,0,0,0,1,44,330,0,0
'TEN MILE CREEK TRIBUTARY','MEADOWS PKWY      ',32364305,96494920,1974,2,1550,11,11,2.4,7.9,0,0,5,6,0,0,0,0,1,44,1550,0,0
'TEN MILE CRK TRIB       ','PLEASANT RUN RD   ',32361503,96501811,1986,4,6000,14.6,7.3,3,19.2,0,0,5,7,0,0,0,0,0,32,6000,0,0
'TEN MILE CREEK TRIBUTARY','PLEASANT RUN RD   ',32361531,96493344,1985,6,6000,24.4,24.4,2.4,10.7,0,0,6,7,0,0,0,0,0,33,6000,0,0
'TEN MILE CREEK TRIBUTARY','PLEASANT RUN RD   ',32361529,96494012,1986,5,6000,14.6,10.1,3,13.1,0,0,6,7,0,0,0,0,0,32,6000,0,0
'TEN MILE CREEK TRIB     ','POLK ST           ',32363808,96502489,1986,6,6550,20.1,10,3,25.3,0,0,6,6,0,0,0,0,1,32,6550,0,0
'TEN MILE CREEK TRIBUTARY','SOUTHPOINTE DR    ',32364117,96492995,1985,2,600,11,11,2.4,8.2,11,17.9,6,6,0,0,0,0,1,33,600,0,0
'TEN MILE CREEK TRIBUTARY','WINTERGREEN RD    ',32370752,96492976,1989,5,7000,14.6,11.9,2.4,11.3,22.3,30.5,6,7,0,0,0,0,0,29,7000,0,0
'TEN MILE CRK TRIB       ','WINTERGREEN RD    ',32370691,96523205,1960,2,3900,7.3,7.3,3,6.7,0,0,3,4,0,0,0,0,1,58,3900,0,0
'DRAINAGE DITCH          ','WINTERGREEN RD    ',32370746,96495916,1989,5,3900,14.6,10.4,1.5,9.1,17.7,30.3,7,7,0,0,0,0,0,29,3900,0,0
'TEN MILE CREEK TRIB     ','WINTERGREEN RD    ',32370724,96504065,1989,4,3000,14.6,7.3,3,10.1,0,0,6,6,0,0,0,0,1,29,3000,0,0
'TEN MILE CREEK TRIB     ','WINTERGREEN RD    ',32370690,96511861,1989,4,3000,14.6,7.3,3,9.8,0,0,6,7,0,0,0,0,0,29,3000,0,0
'LONG CREEK              ','COLLINS RD        ',32472143,96334209,1970,2,3700,7.3,7.3,3,13.4,0,0,6,6,0,0,0,0,1,48,3700,0,0
'LONG CREEK BRANCH       ','TRIPP RD          ',32473704,96335795,1950,2,250,7.3,7.3,3,14,0,0,6,6,0,0,0,0,1,68,250,0,0
'TEN MILE CREEK          ','CLARK RD          ',32382872,96563413,1991,6,10800,21.9,11,3,9.8,0,0,6,6,1,0,0,0,1,27,10800,0,0
'TEN MILE CREEK          ','GREENSTONE LN     ',32381429,96560537,1960,2,1700,7.9,7.9,2.4,7.6,0,0,6,6,0,0,0,0,1,58,1700,0,0
'HORNE BRANCH            ','LANSDALE DR       ',32385278,96554356,1960,2,920,7.9,7.9,1.8,6.7,7.9,12.6,7,7,0,0,0,0,0,58,920,0,0
'MAUK CREEK              ','WHEATLAND RD      ',32384554,96550130,1970,6,8300,20.1,10.1,3,9.8,0,0,6,6,0,0,0,0,1,48,8300,0,0
'HORNE BRANCH            ','WHEATLAND RD      ',32385112,96554244,1970,6,3700,20.1,10.1,1.8,6.7,0,0,7,7,0,0,0,0,0,48,3700,0,0
'TEN MILE CREEK TRIB     ','WHEATLAND RD      ',32385106,96534296,1970,6,8300,20.1,10.1,3,10.1,0,0,6,7,0,0,0,0,0,48,8300,0,0
'TEN MILE CREEK          ','GREEN HILLS RD    ',32382164,96561990,1970,2,390,7.9,7.9,3,6.4,0,0,7,6,0,0,0,0,1,48,390,0,0
'TEN MILE CREEK          ','GREENWAY DR       ',32380647,96554721,1970,2,1070,7.9,7.9,3,9.8,0,0,6,6,0,0,0,0,1,48,1070,0,0
'MAUK CREEK              ','SANTA FE TRAIL    ',32383983,96545963,1988,4,2100,14,7,3,14.9,0,0,7,7,0,0,0,0,0,30,2100,0,0
'TEN MILE CREEK TRIBUTARY','BEAVER CREEK DR   ',32374434,96554824,1979,2,700,7.9,7.9,3,13.1,0,0,6,6,0,0,0,0,1,39,700,0,0
'TEN MILE CREEK TRIBUTARY','BRIAR HILL CIRCLE ',32373118,96560765,1986,2,310,7.9,7.9,3,12.8,0,0,6,7,0,0,0,0,0,32,310,0,0
'TEN MILE CREEK TRIBUTARY','CRESCENT LN       ',32373281,96562399,1985,2,300,7.9,7.9,3,6.4,0,0,6,6,0,0,0,0,1,33,300,0,0
'COTTONWOOD CREEK TRIB   ','S GOODE RD        ',32351631,96401555,2006,2,240,7.3,7.3,3,12.8,7.3,7.9,6,7,0,0,0,0,0,12,240,0,0
'COTTONWOOD CREEK TRIB   ','SUNRISE RD        ',32351538,96421737,2006,2,130,7.3,7.3,3,9.4,7.3,7.9,6,6,0,0,0,0,1,12,130,0,0
'COTTONWOOD CREEK TRIB   ','PLEASANT RUN RD   ',32363877,96410617,1979,4,2100,13.4,13.4,2.4,7.6,13.4,16.2,6,6,0,0,2007,5,1,11,2100,1,5
'COTTONWOOD CREEK TRIB   ','PLEASANT RUN RD   ',32365735,96402795,1970,2,2100,9.1,10.8,3,9.8,0,0,5,6,0,0,0,0,1,48,2100,0,0
'COTTONWOOD CREEK        ','PLEASANT RUN RD   ',32361390,96420878,1955,2,5000,7.3,20.8,2.7,17.4,0,0,6,6,0,0,0,0,1,63,5000,0,0
'E FRK TRINITY RIVER TRIB','FARMERS RD        ',32395765,96330416,1998,2,790,6.7,8.7,2.4,9.8,8.7,9.2,7,7,0,0,0,2,0,20,790,0,2
'HICKORY CREEK TRIB      ','KLEBERG RD        ',32393661,96345313,1960,2,400,6.7,7.4,3,7.3,7.4,8.4,6,6,0,0,0,0,1,58,400,0,0
'BEAR CREEK              ','BEAR CREEK RD     ',32333861,96490909,1938,2,1200,7.3,7.3,3,9.8,7.3,8.2,5,5,0,0,0,0,1,80,1200,0,0
'TEN MILE CREEK TRIB     ','BELT LINE RD      ',32350570,96452884,1986,2,4200,10.7,10.7,3,12.8,0,0,6,7,1,0,0,0,0,32,4200,0,0
'TEN MILE CREEK TRIB     ','BELT LINE RD      ',32352596,96490126,1955,4,13900,16.8,8.4,3,6.7,0,0,7,6,1,0,2003,0,1,15,13900,1,0
'KELLER BRANCH           ','JEFFERSON RD      ',32360916,96451233,1960,2,980,11,11,3,6.7,0,0,5,6,0,0,0,0,1,58,980,0,0
'KELLER BRANCH           ','MAIN ST           ',32353211,96453033,1938,2,6530,10.4,10.4,3,7,0,0,6,6,0,0,0,0,1,80,6530,0,0
'KELLER BRANCH           ','MAIN ST           ',32353215,96450491,1958,2,650,12.2,12.2,3,10.1,0,0,5,6,0,0,0,0,1,60,650,0,0
'TEN MILE CREEK TRIBUTARY','PLEASANT RUN RD   ',32361519,96490294,1972,4,4150,14.6,7.3,3,6.4,0,0,5,6,0,0,0,0,1,46,4150,0,0
'KELLER BRANCH           ','PLEASANT RUN RD   ',32361413,96451309,1965,2,4880,13.4,13.4,3,6.4,13.4,19.4,5,7,0,0,0,0,0,53,4880,0,0
'NEWTON CREEK TRIB       ','TELEPHONE RD      ',32373499,96462566,1979,2,1000,7.3,7.4,3,6.4,7.4,7.9,6,6,0,0,0,0,1,39,1000,0,0
'DEEP BRANCH CREEK       ','WINTERGREEN RD    ',32370552,96472576,1940,2,510,6.7,7.3,3,7.3,7.3,8.2,6,6,0,0,0,0,1,78,510,0,0
'MILL CREEK              ','WINTERGREEN RD    ',32370748,96483854,1940,2,630,6.7,10.4,3,7,10.4,10.9,6,7,0,0,0,0,0,78,630,0,0
'KELLER BRANCH           ','SECOND ST         ',32353667,96450276,1958,2,530,7.3,7.8,3,11.3,0,0,6,6,0,0,0,0,1,60,530,0,0
'HALLS BRANCH CREEK      ','EIGHTH ST         ',32355976,96453936,1957,2,2030,10.7,10.9,2.4,10.7,10.9,14.4,6,6,0,0,1975,0,1,43,2030,1,0
'HICKORY CREEK           ','ARROWDELL ROAD    ',32414463,96371984,2002,2,1100,6.1,8.3,3,12.8,8.3,9,7,6,0,0,0,2,1,16,1100,0,2
'HICKORY CREEK           ','BRUTON ROAD       ',32445490,96374017,1930,2,10300,13.4,13.9,3,8.8,13.9,14.3,7,7,0,0,1985,0,0,33,10300,1,0
'HICKORY CREEK TRIB      ','HICKORY TREE ROAD ',32424531,96372157,1958,2,1750,7.3,17.7,2.4,8.5,7.6,18.1,6,6,0,0,0,0,1,60,1750,0,0
'HICKORY CREEK TRIBUTARY ','RYLIE-CREST DRIVE ',32415905,96365332,2002,2,1100,6.1,8.4,3,10.1,8.4,9,6,7,0,0,0,2,0,16,1100,0,2
'HICKORY CREEK TRIB      ','SEAGOVILLE ROAD   ',32421701,96363506,1979,4,2780,14.6,7.2,2.7,11.9,14.3,23.2,6,6,0,0,0,0,1,39,2780,0,0
'HICKORY CREEK TRIB      ','SEAGOVILLE ROAD   ',32421744,96370270,1986,4,2780,14.6,7.3,1.8,10.1,14.5,23.6,6,6,0,0,0,0,1,32,2780,0,0
'RAWHIDE CREEK           ','SURVEYOR BLVD     ',32572104,96504922,2005,3,3000,12.2,12,3,7.3,0,0,7,7,0,0,0,0,0,13,3000,0,0
'HUTTON BRANCH           ','MIDWAY ROAD       ',32582031,96503436,1965,6,5870,20.1,10.1,2.7,9.4,0,0,6,6,0,0,2001,0,1,17,5870,1,0
'WHITE ROCK CREEK TRIB   ','LAKE FOREST DRIVE ',32571131,96484764,1979,2,620,6.1,9.1,2.4,13.1,9.1,10.7,7,7,0,0,0,0,0,39,620,0,0
'WHITE ROCK CREEK TRIB   ','WINNWOOD RD       ',32571296,96483691,2000,2,200,9.1,4.5,3,7,0,0,7,7,0,0,0,0,0,18,200,0,0
'WHITE ROCK CREEK TRIB   ','OAKS NORTH DRIVE  ',32571023,96485169,1979,2,620,8.8,4.4,2.4,10.4,0,0,6,6,0,0,0,0,1,39,620,0,0
'RAWHIDE CREEK           ','BELT LINE RD      ',32571547,96505368,2000,6,10000,18.3,9.1,3,6.7,0,0,7,7,1,0,0,0,0,18,10000,0,0
'RAWHIDE CREEK           ','ARAPAHO RD        ',32571866,96505318,2000,4,2000,13.4,6.6,3,7.6,0,0,7,7,0,0,0,0,0,18,2000,0,0
'LOCAL CREEK             ','EAST SPINE RD     ',32373151,96584445,1990,2,170,7.9,7.9,2.4,15.5,0,0,6,6,0,0,0,0,1,28,170,0,0
'LOCAL CREEK             ','ENTRANCE RD       ',32372893,96585184,1950,2,490,7.3,7.4,2.4,11.9,0,0,5,5,0,0,0,0,1,68,490,0,0
'DRAINAGE CHANNEL        ','WINTERGREEN RD    ',32371073,96565328,1982,4,2650,13.4,6.7,2.4,6.4,0,0,6,7,0,0,0,0,0,36,2650,0,0
'BEAVER CREEK            ','CLARK RD          ',32372341,96563322,1950,6,5000,20.1,10.1,3,12.2,0,0,7,7,0,0,2004,0,0,14,5000,1,0
